adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,0,Horror;Science Fiction,,3104,tt0061683,en,Frankenstein Created Woman,"A deformed tormented girl drowns herself after her lover is framed for murder and guillotined. Baron Frankenstein, experimenting with the transfer of souls, places the boy's soul into her body, bringing Christina back to life. Driven by revenge, she carries out a violent retribution on those responsible for both deaths.",2.302582,/s95WohDSxZ0WyCQn8fzS92ZN8Xv.jpg,Hammer Film Productions,,1967-03-15,0,92,en,Released,Now Frankenstein has created a beautiful woman with the soul of the Devil!,Frankenstein Created Woman,False,5.9,33,frankenstein;hammer horror
